id,show_id,song_id,set,position,segue,created_at,updated_at,likes_count,slug,note,all_timer,previous_track_id,next_track_id,average_rating
8f74b617-57ba-4908-9882-fd2e0e7f5edf,cf7095a5-cb4f-4a97-bf9c-de6cb13e2d00,6b1e4a1e-bf56-483b-adcd-22024e7fded2,S2,5,>,2020-02-22 16:25:27.801050,2020-02-22 16:25:27.801050,0,1995-12-02-run-like-an-antelope-2,,false,cc489ccb-acee-4ff2-85f2-0721a00cd038,7c342194-f439-40d9-a799-6d814b69f0f4,0
7c342194-f439-40d9-a799-6d814b69f0f4,cf7095a5-cb4f-4a97-bf9c-de6cb13e2d00,8b4845a1-0761-4343-84e1-b32dc919c4e9,S2,6,,2020-02-22 16:25:27.860889,2020-02-22 16:25:27.860889,0,1995-12-02-mary-had-a-little-lamb,,false,8f74b617-57ba-4908-9882-fd2e0e7f5edf,,0
47377c59-2bce-4558-a0d4-906777a95470,42d5ca61-9db7-4a7d-87cf-4f82e6eb41af,a22ee6a1-914e-4c3a-ab8d-234a5d934398,S1,1,,2020-02-22 16:25:27.953674,2020-02-22 16:25:27.953674,0,1995-12-11-you-enjoy-myself,,false,,2ca519c3-29d5-4d9e-afb6-0a2028acb5c3,0
2ca519c3-29d5-4d9e-afb6-0a2028acb5c3,42d5ca61-9db7-4a7d-87cf-4f82e6eb41af,005e9763-207b-415a-bdeb-23285942a2ac,S1,2,,2020-02-22 16:25:28.033428,2020-02-22 16:25:28.033428,0,1995-12-11-rainbow-song,,false,47377c59-2bce-4558-a0d4-906777a95470,,0
0d4dd397-124e-487c-85dd-fb091f0b57a8,f844594a-e812-4bba-b555-ce8cd15baf91,bbc0db0b-8390-4d1d-9538-ee1e10e9b8f8,S1,1,>,2020-02-22 16:25:28.118336,2020-02-22 16:25:28.118336,0,1995-12-31-texas-pussy,,false,,8b6b3d38-30c0-43f5-88f2-fdd0d7d2ab80,0
f76f2d92-6db2-40cc-afc4-0061ee1e606c,f844594a-e812-4bba-b555-ce8cd15baf91,9fe4f360-6b9a-4b98-87ad-fcdba254ae2b,S1,3,>,2020-02-22 16:25:28.217414,2020-02-22 16:25:28.217414,0,1995-12-31-pygmy-twylyte,,false,8b6b3d38-30c0-43f5-88f2-fdd0d7d2ab80,6caa343c-5544-41c7-910c-f17cda8fcc7e,0
6caa343c-5544-41c7-910c-f17cda8fcc7e,f844594a-e812-4bba-b555-ce8cd15baf91,5e23a8c2-c52b-4f15-b10f-3eb754a96a4b,S1,4,,2020-02-22 16:25:28.299590,2020-02-22 16:25:28.299590,0,1995-12-31-radiator-jam,,false,f76f2d92-6db2-40cc-afc4-0061ee1e606c,,0
ebeb184d-7ad1-4097-a004-f184a485dd63,94f95028-05c7-47e1-95ca-2f2a5696afda,23dbd5ca-24e3-44d8-bb96-51ea4bde8bb2,S1,1,,2020-02-22 16:25:28.359462,2020-02-22 16:25:28.359462,0,1996-02-13-peaches-en-regalia,,false,,bfeaf624-adc9-4a2f-b4b8-fc109ebee339,0
bfeaf624-adc9-4a2f-b4b8-fc109ebee339,94f95028-05c7-47e1-95ca-2f2a5696afda,43306753-b7eb-49e9-9012-c501ad260a62,S1,2,,2020-02-22 16:25:28.399873,2020-02-22 16:25:28.399873,0,1996-02-13-la-grange,,false,ebeb184d-7ad1-4097-a004-f184a485dd63,94b70caa-87e3-4748-8fda-5018aab9ae81,0
94b70caa-87e3-4748-8fda-5018aab9ae81,94f95028-05c7-47e1-95ca-2f2a5696afda,908244a5-10e0-4c3b-a955-4ff47d735d44,S1,3,,2020-02-22 16:25:28.455900,2020-02-22 16:25:28.455900,0,1996-02-13-endo,,false,bfeaf624-adc9-4a2f-b4b8-fc109ebee339,7409d05e-a7f8-4ba8-a3be-be3c1f07c1db,0
0139722f-3e4e-4d28-873e-355ab2a24a12,94f95028-05c7-47e1-95ca-2f2a5696afda,1ff98c94-90d4-4f42-b710-31b7dc68fa2c,S1,5,,2020-02-22 16:25:28.584766,2020-02-22 16:25:28.584766,0,1996-02-13-pat-and-dex,,false,7409d05e-a7f8-4ba8-a3be-be3c1f07c1db,bd78c836-7d3f-45ab-b4f0-8323d39a04ce,0
bd78c836-7d3f-45ab-b4f0-8323d39a04ce,94f95028-05c7-47e1-95ca-2f2a5696afda,f98418ae-748e-4459-8a5c-2b5fefa4c81d,S1,6,,2020-02-22 16:25:28.656655,2020-02-22 16:25:28.656655,0,1996-02-13-nughuffer,,false,0139722f-3e4e-4d28-873e-355ab2a24a12,6f2b20aa-57e2-49c3-8319-20404baf1135,0
6f2b20aa-57e2-49c3-8319-20404baf1135,94f95028-05c7-47e1-95ca-2f2a5696afda,03e98d36-beaa-4edf-9af7-82073bbe228c,S1,7,,2020-02-22 16:25:28.737331,2020-02-22 16:25:28.737331,0,1996-02-13-in-memory-of-elizabeth-reed,,false,bd78c836-7d3f-45ab-b4f0-8323d39a04ce,88afef58-d82d-4271-8430-517f38bc2f86,0
88afef58-d82d-4271-8430-517f38bc2f86,94f95028-05c7-47e1-95ca-2f2a5696afda,895f77a0-6948-48d3-8437-af6db563fdf2,S1,8,,2020-02-22 16:25:28.798754,2020-02-22 16:25:28.798754,0,1996-02-13-radiator,,false,6f2b20aa-57e2-49c3-8319-20404baf1135,71247539-54ed-4a62-bc4d-c1284a585ea5,0
cae62fe7-04ae-48ff-809d-fd58d6cd8ee5,94f95028-05c7-47e1-95ca-2f2a5696afda,2d5b75b8-339a-4af1-b136-dc6857d0bc54,S1,10,,2020-02-22 16:25:28.888761,2020-02-22 16:25:28.888761,0,1996-02-13-barfly,,false,71247539-54ed-4a62-bc4d-c1284a585ea5,2d66202c-8fe0-427c-b9af-de4b3c35f6ee,0
2d66202c-8fe0-427c-b9af-de4b3c35f6ee,94f95028-05c7-47e1-95ca-2f2a5696afda,1aa804c3-7dc1-4007-aa9d-a5e8ac93f34a,S1,11,,2020-02-22 16:25:28.951598,2020-02-22 16:25:28.951598,0,1996-02-13-basis-for-a-day,,false,cae62fe7-04ae-48ff-809d-fd58d6cd8ee5,,0
6a52922b-3bab-47fc-8c36-686003dcf851,94f95028-05c7-47e1-95ca-2f2a5696afda,f50521ee-0054-4f99-b257-0b0f809c3788,S2,1,,2020-02-22 16:25:29.025714,2020-02-22 16:25:29.025714,0,1996-02-13-in-the-flesh,,false,,ea95b9b3-786c-4a9a-8af7-5770eb9c7be6,0
ea95b9b3-786c-4a9a-8af7-5770eb9c7be6,94f95028-05c7-47e1-95ca-2f2a5696afda,8b4845a1-0761-4343-84e1-b32dc919c4e9,S2,2,,2020-02-22 16:25:29.090358,2020-02-22 16:25:29.090358,0,1996-02-13-mary-had-a-little-lamb,,false,6a52922b-3bab-47fc-8c36-686003dcf851,c100f88e-1687-4529-a9a6-71b759a6a446,0
50582ef5-8960-4d4b-b4da-f26cc6b5e697,94f95028-05c7-47e1-95ca-2f2a5696afda,0c253e02-21b2-4f30-a832-af04cbbd2226,S2,4,,2020-02-22 16:25:29.261371,2020-02-22 16:25:29.261371,0,1996-02-13-blue-monk,,false,c100f88e-1687-4529-a9a6-71b759a6a446,051ddec4-27a1-4f90-92fd-a132150c4582,0
051ddec4-27a1-4f90-92fd-a132150c4582,94f95028-05c7-47e1-95ca-2f2a5696afda,be24a78f-a50a-45ea-a647-90090c3fcbea,S2,5,,2020-02-22 16:25:29.350489,2020-02-22 16:25:29.350489,0,1996-02-13-dinah-moe-humm,,false,50582ef5-8960-4d4b-b4da-f26cc6b5e697,879a163e-1cf6-480c-a920-4c3519b376c0,0
879a163e-1cf6-480c-a920-4c3519b376c0,94f95028-05c7-47e1-95ca-2f2a5696afda,aff62144-b337-4343-999f-eae3294074af,S2,6,,2020-02-22 16:25:29.401255,2020-02-22 16:25:29.401255,0,1996-02-13-mr-don,,false,051ddec4-27a1-4f90-92fd-a132150c4582,30a7e16f-7f62-42cd-8dd1-0b9b49d67d3b,0
30a7e16f-7f62-42cd-8dd1-0b9b49d67d3b,94f95028-05c7-47e1-95ca-2f2a5696afda,8b801782-55a3-43ad-8532-94a2cd45ae60,S2,7,>,2020-02-22 16:25:29.472752,2020-02-22 16:25:29.472752,0,1996-02-13-help-on-the-way,,false,879a163e-1cf6-480c-a920-4c3519b376c0,00836384-85e4-4450-baa0-afabe16e4146,0
8e06da52-20f9-434a-8597-f46562b1742b,fb303a7c-95f3-45b2-9c2f-b122e19bbe63,2d5b75b8-339a-4af1-b136-dc6857d0bc54,S1,2,,2020-02-22 16:25:33.996423,2020-02-22 16:25:33.996423,0,1996-04-18-barfly,,false,1c6880b1-c660-4850-b8a7-4ddf28d7b65f,3a2af340-487b-4f52-a1e9-c50eed835639,0
d7b83f34-d0e9-4c7c-9b6a-baeffefa6574,94f95028-05c7-47e1-95ca-2f2a5696afda,bbc0db0b-8390-4d1d-9538-ee1e10e9b8f8,S2,10,,2020-02-22 16:25:29.664289,2020-02-22 16:25:29.664289,0,1996-02-13-texas-pussy,,false,26406cbb-a600-44b5-b0c7-426b55cb4daa,4aa9bcb4-cf5c-4dc3-9789-9d91aa820e8d,0
4aa9bcb4-cf5c-4dc3-9789-9d91aa820e8d,94f95028-05c7-47e1-95ca-2f2a5696afda,54fe35dc-5d47-4a47-aa2b-fb2dea00b3b2,S2,11,,2020-02-22 16:25:29.763991,2020-02-22 16:25:29.763991,0,1996-02-13-the-chicken,,false,d7b83f34-d0e9-4c7c-9b6a-baeffefa6574,205842e1-a852-4d88-a9d6-4b117c3c1b72,0
205842e1-a852-4d88-a9d6-4b117c3c1b72,94f95028-05c7-47e1-95ca-2f2a5696afda,005e9763-207b-415a-bdeb-23285942a2ac,S2,12,,2020-02-22 16:25:29.917140,2020-02-22 16:25:29.917140,0,1996-02-13-rainbow-song,,false,4aa9bcb4-cf5c-4dc3-9789-9d91aa820e8d,7d0ec54e-bf19-4a70-9c8a-d4b1699eaa68,0
104b4572-a59c-49d1-afba-e99343513f36,94f95028-05c7-47e1-95ca-2f2a5696afda,af72310f-f5ac-4c7f-8958-96064f4f1733,S2,14,>,2020-02-22 16:25:30.049291,2020-02-22 16:25:30.049291,0,1996-02-13-jam,,false,7d0ec54e-bf19-4a70-9c8a-d4b1699eaa68,e57150bd-374b-48cd-9b3c-33932e3c5df9,0
e57150bd-374b-48cd-9b3c-33932e3c5df9,94f95028-05c7-47e1-95ca-2f2a5696afda,66a22baa-a990-461f-abae-d902e56b3494,S2,15,,2020-02-22 16:25:30.120181,2020-02-22 16:25:30.120181,0,1996-02-13-mike-s-song,,false,104b4572-a59c-49d1-afba-e99343513f36,7ec5da35-df85-4367-b35e-b06b11dbfb19,0
7ec5da35-df85-4367-b35e-b06b11dbfb19,94f95028-05c7-47e1-95ca-2f2a5696afda,31d0c9ec-224a-426d-92af-daf8fe81e88f,S2,16,,2020-02-22 16:25:30.197277,2020-02-22 16:25:30.197277,0,1996-02-13-soul-sacrifice,,false,e57150bd-374b-48cd-9b3c-33932e3c5df9,,0
ff50ed41-017f-4cd5-87cc-0da44421e4a4,6a84b677-b3da-43a2-b305-fc2531a08f01,23dbd5ca-24e3-44d8-bb96-51ea4bde8bb2,S1,1,,2020-02-22 16:25:30.358606,2020-02-22 16:25:30.358606,0,1996-03-02-peaches-en-regalia,,false,,3a6b899b-f959-4dd9-b41f-7fd7da6d862d,0
d0c585ad-a3e8-4aa1-8c10-f673e308c094,6a84b677-b3da-43a2-b305-fc2531a08f01,54fe35dc-5d47-4a47-aa2b-fb2dea00b3b2,S1,3,,2020-02-22 16:25:30.501236,2020-02-22 16:25:30.501236,0,1996-03-02-the-chicken,,false,3a6b899b-f959-4dd9-b41f-7fd7da6d862d,5708a41b-0add-4dd3-8ef3-0b18649059a8,0
5708a41b-0add-4dd3-8ef3-0b18649059a8,6a84b677-b3da-43a2-b305-fc2531a08f01,aff62144-b337-4343-999f-eae3294074af,S1,4,,2020-02-22 16:25:30.578992,2020-02-22 16:25:30.578992,0,1996-03-02-mr-don,,false,d0c585ad-a3e8-4aa1-8c10-f673e308c094,ad1f7e5e-d616-4573-9dce-54a70ec72a2d,0
ad1f7e5e-d616-4573-9dce-54a70ec72a2d,6a84b677-b3da-43a2-b305-fc2531a08f01,8a4b0703-355f-4013-8dea-c19df3df81c1,S1,5,,2020-02-22 16:25:30.650448,2020-02-22 16:25:30.650448,0,1996-03-02-red-clay,,false,5708a41b-0add-4dd3-8ef3-0b18649059a8,b9d53ae5-6f0d-4c99-aef0-ae48917b3637,0
b9d53ae5-6f0d-4c99-aef0-ae48917b3637,6a84b677-b3da-43a2-b305-fc2531a08f01,4fa64521-688d-49c3-82b2-651520bde916,S1,6,,2020-02-22 16:25:30.723993,2020-02-22 16:25:30.723993,0,1996-03-02-stone,,false,ad1f7e5e-d616-4573-9dce-54a70ec72a2d,71098c9d-1b88-4f57-818c-392a946b4680,0
cdf58185-d53e-4991-8283-c6863802f323,6a84b677-b3da-43a2-b305-fc2531a08f01,9e5a9f2b-9776-40c5-ad9c-130c2683304f,S1,8,,2020-02-22 16:25:30.856429,2020-02-22 16:25:30.856429,0,1996-03-02-eduardo-the-penguin,,false,71098c9d-1b88-4f57-818c-392a946b4680,f45fa911-0b14-4e52-8ee0-5e7a2d4ed69d,0
f45fa911-0b14-4e52-8ee0-5e7a2d4ed69d,6a84b677-b3da-43a2-b305-fc2531a08f01,895f77a0-6948-48d3-8437-af6db563fdf2,S1,9,,2020-02-22 16:25:30.942400,2020-02-22 16:25:30.942400,0,1996-03-02-radiator,,false,cdf58185-d53e-4991-8283-c6863802f323,74672737-85bf-4b1f-a2c0-73ce3131f1cb,0
74672737-85bf-4b1f-a2c0-73ce3131f1cb,6a84b677-b3da-43a2-b305-fc2531a08f01,005e9763-207b-415a-bdeb-23285942a2ac,S1,10,,2020-02-22 16:25:31.080829,2020-02-22 16:25:31.080829,0,1996-03-02-rainbow-song,,false,f45fa911-0b14-4e52-8ee0-5e7a2d4ed69d,,0
4a8a023f-22a1-4d7a-a88b-ad5d97916460,536e9aad-1d34-47da-bd7f-fce34bf26e17,f98418ae-748e-4459-8a5c-2b5fefa4c81d,S1,1,>,2020-02-22 16:25:31.222655,2020-02-22 16:25:31.222655,0,1996-03-04-nughuffer,,false,,2702ac9c-c561-49d8-9eda-9f93fd762668,0
03de4738-e0f2-4bd5-b94d-601e19427231,536e9aad-1d34-47da-bd7f-fce34bf26e17,bbc0db0b-8390-4d1d-9538-ee1e10e9b8f8,S1,3,>,2020-02-22 16:25:31.474102,2020-02-22 16:25:31.474102,0,1996-03-04-texas-pussy,,false,2702ac9c-c561-49d8-9eda-9f93fd762668,374fdc73-6cd5-4cc5-884f-c9d9a2b77f93,0
374fdc73-6cd5-4cc5-884f-c9d9a2b77f93,536e9aad-1d34-47da-bd7f-fce34bf26e17,9fe4f360-6b9a-4b98-87ad-fcdba254ae2b,S1,4,>,2020-02-22 16:25:31.577971,2020-02-22 16:25:31.577971,0,1996-03-04-pygmy-twylyte-2,,false,03de4738-e0f2-4bd5-b94d-601e19427231,0cd5cfd7-997f-4ebf-b67a-0dc8c117e66e,0
0cd5cfd7-997f-4ebf-b67a-0dc8c117e66e,536e9aad-1d34-47da-bd7f-fce34bf26e17,895f77a0-6948-48d3-8437-af6db563fdf2,S1,5,>,2020-02-22 16:25:31.717189,2020-02-22 16:25:31.717189,0,1996-03-04-radiator,,false,374fdc73-6cd5-4cc5-884f-c9d9a2b77f93,f11edf1f-360a-47c2-abe4-968e88fdf8cc,0
f11edf1f-360a-47c2-abe4-968e88fdf8cc,536e9aad-1d34-47da-bd7f-fce34bf26e17,941088b5-079d-4a3c-9cbd-675f0ddd02e0,S1,6,>,2020-02-22 16:25:31.782143,2020-02-22 16:25:31.782143,0,1996-03-04-afro-blue,,false,0cd5cfd7-997f-4ebf-b67a-0dc8c117e66e,4c10b4ce-9d19-44ef-9822-14f0cc1cd1ad,0
6c6cb27b-f092-4cb8-861a-d51b4653baf3,536e9aad-1d34-47da-bd7f-fce34bf26e17,1ff98c94-90d4-4f42-b710-31b7dc68fa2c,S1,8,>,2020-02-22 16:25:31.932790,2020-02-22 16:25:31.932790,0,1996-03-04-pat-and-dex,,false,4c10b4ce-9d19-44ef-9822-14f0cc1cd1ad,539fd82d-d479-48e2-9d79-da323fbe1622,0
539fd82d-d479-48e2-9d79-da323fbe1622,536e9aad-1d34-47da-bd7f-fce34bf26e17,aff62144-b337-4343-999f-eae3294074af,S1,9,,2020-02-22 16:25:32.008763,2020-02-22 16:25:32.008763,0,1996-03-04-mr-don,,false,6c6cb27b-f092-4cb8-861a-d51b4653baf3,,0
26c95b6f-6d21-4e73-a426-2199cbb7ccdd,818eac58-2570-4835-a5ad-5d3e4836c22e,4fa64521-688d-49c3-82b2-651520bde916,S1,1,>,2020-02-22 16:25:32.064727,2020-02-22 16:25:32.064727,0,1996-03-21-stone,,false,,cedf0dd0-68f4-4d25-849b-02dda2a6def6,0
cedf0dd0-68f4-4d25-849b-02dda2a6def6,818eac58-2570-4835-a5ad-5d3e4836c22e,7a2d2d69-bb29-4b89-b881-f8791207c8f8,S1,2,,2020-02-22 16:25:32.153546,2020-02-22 16:25:32.153546,0,1996-03-21-south-of-the-border-pussy,,false,26c95b6f-6d21-4e73-a426-2199cbb7ccdd,7f030017-da7b-415c-a5b5-a2478e26bbe4,0
7f030017-da7b-415c-a5b5-a2478e26bbe4,818eac58-2570-4835-a5ad-5d3e4836c22e,23dbd5ca-24e3-44d8-bb96-51ea4bde8bb2,S1,3,,2020-02-22 16:25:32.222195,2020-02-22 16:25:32.222195,0,1996-03-21-peaches-en-regalia,,false,cedf0dd0-68f4-4d25-849b-02dda2a6def6,637433dd-bf01-4c7a-9982-eafb33371b67,0
5358a156-fc2d-4b6e-9d61-a5889e4087bf,818eac58-2570-4835-a5ad-5d3e4836c22e,005e9763-207b-415a-bdeb-23285942a2ac,S1,5,,2020-02-22 16:25:32.287494,2020-02-22 16:25:32.287494,0,1996-03-21-rainbow-song,,false,637433dd-bf01-4c7a-9982-eafb33371b67,ad165f84-f026-4e6c-bdb6-065843e24bd1,0
ad165f84-f026-4e6c-bdb6-065843e24bd1,818eac58-2570-4835-a5ad-5d3e4836c22e,bbc0db0b-8390-4d1d-9538-ee1e10e9b8f8,S1,6,,2020-02-22 16:25:32.304600,2020-02-22 16:25:32.304600,0,1996-03-21-texas-pussy,,false,5358a156-fc2d-4b6e-9d61-a5889e4087bf,e71cf9fb-024c-4ecc-b62f-46163d00762b,0
e71cf9fb-024c-4ecc-b62f-46163d00762b,818eac58-2570-4835-a5ad-5d3e4836c22e,f98418ae-748e-4459-8a5c-2b5fefa4c81d,S1,7,,2020-02-22 16:25:32.323223,2020-02-22 16:25:32.323223,0,1996-03-21-nughuffer,,false,ad165f84-f026-4e6c-bdb6-065843e24bd1,cc9a5b8d-137a-4d14-8423-5cff09638041,0
cc9a5b8d-137a-4d14-8423-5cff09638041,818eac58-2570-4835-a5ad-5d3e4836c22e,1ff98c94-90d4-4f42-b710-31b7dc68fa2c,S1,8,,2020-02-22 16:25:32.356812,2020-02-22 16:25:32.356812,0,1996-03-21-pat-and-dex,,false,e71cf9fb-024c-4ecc-b62f-46163d00762b,,0
